"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Kevin Hogan","QB","CLE",2555263,1992-10-20,8.55208333333333,0.0135,17.1063333333333,9.74445914495914,27,5.29058333333333,15,0,"26.2","1.6",8.5533494859082
"Kevin Norwood","WR","CAR",2543689,1989-09-23,0,0,0,,137,0,28,2,,,
"Kevin Smith","WR","SEA",2550733,1991-12-21,0,0,0,,137,0,28,2,,,
"Kevin White","WR","CHI",2553432,1992-06-25,0,0,0,,137,0,28,1,,,
"Khari Lee","TE","DET",2553552,1992-01-16,0.3775,0.3475,0.4075,0.0530330085889911,72,0.0225000000000001,23,1,,,3.56762549510691
"Khiry Robinson","RB","FA",2542022,1989-12-28,0,0,0,0,105,0,32,3,,,3.78388194861086
"Kirk Cousins","QB","WAS",2532820,1988-08-19,20.5291666666667,18.0375,22.3635,2.39935581632515,18,0.551458333333333,8,4,"14.0","2.8",6.78163729472606
"Knile Davis","RB","GB",2540178,1991-10-05,5.45833333333333,2.0445,8.86283333333333,3.66329162851602,51,0.567500000000001,20,3,"35.8","6.0",7.9580147964356
"Knowshon Moreno","RB","FA",79619,1987-07-16,0,0,0,0,105,0,32,7,,,3.78388194861086
"Kolby Listenbee","WR","BUF",2555350,1994-01-25,0,0,0,0,137,0,28,0,,,3.27119706995192
"Kyle Brindza","K","FA",2553497,1993-01-13,0,0,0,,26,0,12,1,,,
"Kyle Juszczyk","RB","BAL",2540230,1991-04-23,0,0,0,0,105,0,32,3,,,3.78388194861086
"Kyle Rudolph","TE","MIN",2495438,1989-11-09,10.38,8.7815,10.6745,1.09181042310467,12,0.261875000000002,4,5,"6.8","2.7",4.55805014005604
"LaMichael James","RB","FA",2533036,1989-10-22,0,0,0,,105,0,32,4,,,
"LaVon Brazill","WR","FA",2532802,1989-03-15,0,0,0,,137,0,28,4,,,
"Lache Seastrunk","RB","FA",2543559,1991-07-29,0,0,0,,105,0,32,2,,,
"Ladarius Green","TE","PIT",2532853,1990-05-29,0,0,0,0,81,0,25,4,,,3.44540175578131
"Lamar Miller","RB","HOU",2533034,1991-04-25,20.7158333333333,18.484,21.785,1.80640911448345,5,0.45333333333334,4,4,,,6.38236839225847
"Lance Dunbar","RB","DAL",2535708,1990-01-25,7.09,4.974,9.174,2.7048582834103,38,0.113958333333334,17,4,,,7.67477107504192
"Lance Kendricks","TE","LA",2495187,1988-01-30,0,0,0,0,81,0,25,5,,,3.44540175578131
"Lance Moore","WR","FA",2506287,1983-08-31,0,0,0,,137,0,28,11,,,
"Landry Jones","QB","PIT",2539287,1989-04-04,0,0,0,0,50,0,25,3,,,4.19965985727146
"Laquon Treadwell","WR","MIN",2555214,1995-06-14,0.815,0.539,1.099,0.350428309358705,119,0.0562499999999999,25,0,,,4.04074015910925
"Larry Donnell","TE","NYG",2537933,1988-11-01,0,0,0,0,81,0,25,4,,,3.44540175578131
"Larry Fitzgerald","WR","ARI",2506106,1983-08-31,16.8391666666667,13.5041666666667,18.267,2.60917198977419,12,0.638541666666669,3,12,"8.2","3.5",8.67415202789054
"Latavius Murray","RB","OAK",2541161,1990-01-18,13.8258333333333,12.393,15.4273333333333,1.79777099641627,17,0.415416666666665,10,3,"17.8","3.7",4.45281307899691
"LeGarrette Blount","RB","NE",497149,1986-12-05,15.5425,13.5275,17.6335,2.29861733802446,13,0.354583333333334,7,6,"11.1","2.7",4.46409979416144
"LeSean McCoy","RB","BUF",79607,1988-07-12,4.15875,-0.07,9.6905,5.58522362279852,58,0.405625000000001,20,7,,,11.8181238887222
"LeVeon Bell","RB","PIT",2540175,1992-02-18,0,0,0,0,105,0,32,3,,,3.78388194861086
"Lee Smith","TE","OAK",2495347,1987-11-21,0,0,0,,81,0,25,5,,,
"Leonard Hankerson","WR","FA",2495158,1988-05-07,0,0,0,0,137,0,28,5,,,3.27119706995192
"Leonte Carroo","WR","MIA",2555215,1994-01-24,0,0,0,0,137,0,28,0,,,3.27119706995192
"Levine Toilolo","TE","ATL",2540203,1991-07-30,2.9575,1.064,4.637,1.91948560817736,40,0.184166666666666,15,3,"35.4","3.5",8.06516012257558
"Lions","DST","DET",100010,,8.23333333333333,6.14,10.94,3.28075194632775,7,0.0500000000000007,6,46,"13.9","3.2",6.75474904320474
"Logan Paulsen","TE","CHI",2507828,1987-02-26,0.39,0.099,0.639,0.349535405931931,71,0.01625,23,6,"46.4","4.7",4.73227605648635
"Logan Thomas","QB","FA",2543767,1991-07-01,0,0,0,,50,0,25,2,,,
"Lorenzo Taliaferro","RB","BAL",2543704,1991-12-23,0,0,0,,105,0,32,2,,,
"Louis Murphy","WR","TB",80670,1987-05-11,0,0,0,0,137,0,28,7,,,3.27119706995192
"Lucky Whitehead","WR","DAL",2553621,1992-06-02,0.7675,0.5565,1.0285,0.314235182626007,120,0.0275,25,1,,,3.96125979234575
"Luke McCown","QB","NO",2506053,1981-07-12,0.238,0.0828,0.4188,0.217191160041103,37,0.00724999999999998,19,12,,,4.44162784764433
"Luke Stocker","TE","TB",2495234,1988-07-17,0.58,0.441,0.717,0.172554339267374,64,0.0512499999999999,21,5,,,3.8430830705558
"Luke Willson","TE","SEA",2541199,1990-01-15,2.365,2.365,2.365,,46,0.13375,16,3,,,
"Malcolm Brown","RB","LA",2552382,1993-05-15,0,0,0,0,105,0,32,1,,,3.78388194861086
"Malcolm Johnson","RB","FA",2553446,1992-08-11,0.6125,0.208,0.656,0.290645832586672,88,0.0675000000000001,29,1,,,4.20197065831885
"Malcolm Mitchell","WR","NE",2555216,1993-07-20,2.835,2.096,3.156,0.663645236553386,103,0.370208333333333,21,0,"90.3","8.1",6.98934536878451
"MarQueis Gray","TE","MIA",2540259,1990-11-07,0,0,0,0,81,0,25,3,,,3.44540175578131
"Marc Mariani","WR","TEN",1037885,1987-05-02,0.15,0,0.36,0.259807621135332,134,0.0379166666666667,27,6,,,3.84173647563231
"Marcedes Lewis","TE","JAC",2495888,1984-05-19,3.545,2.66,4.326,0.939556633027869,35,0.188541666666667,14,10,"34.8","3.7",4.58851784297026
"Marcel Jensen","TE","WAS",2550356,1990-02-12,0,0,0,0,81,0,25,2,,,3.44540175578131
"Marcel Reece","RB","FA",4433,1985-06-23,0,0,0,0,105,0,32,8,,,3.78388194861086
"Marcus Easley","WR","BUF",497286,1987-11-02,0,0,0,0,137,0,28,6,,,3.27119706995192
"Marcus Mariota","QB","TEN",2552466,1993-10-30,20.0041666666667,18.236,21.239,1.74039826221216,19,0.094375000000003,9,1,"13.5","2.9",6.70454689845941
"Marcus Murphy","RB","NO",2552647,1991-10-03,0.1725,0.035,0.255,0.139194109070751,101,0.0591666666666667,31,1,,,3.98411012646711
"Mario Alford","WR","FA",2552650,1992-02-25,0,0,0,0,137,0,28,1,,,3.27119706995192
"Marion Grice","RB","FA",2543690,1992-07-19,0,0,0,0,105,0,32,2,,,3.78388194861086
"Mark Ingram","RB","NO",2495466,1989-12-21,16.5575,14.455,19.404,3.09659355851986,10,0.635416666666668,6,5,"15.6","2.4",4.82867142788307
"Mark Sanchez","QB","DAL",79858,1986-11-11,-0.361666666666667,-1.12,0.24,0.907377172587747,107,0.0295,25,7,,,5.21054920893625
"Markus Wheaton","WR","PIT",2539291,1991-02-07,0,0,0,,137,0,28,3,,,
"Marlon Brown","WR","FA",2540005,1991-04-22,0,0,0,0,137,0,28,3,,,3.27119706995192
"Marlon Moore","WR","FA",2507902,1987-09-03,0,0,0,,137,0,28,6,,,
"Marqise Lee","WR","JAC",2543475,1991-11-25,10.2608333333333,8.517,12.7133333333333,2.64451686408774,47,0.0410416666666684,11,2,"45.5","5.9",6.97189006427537
"Marques Colston","WR","FA",2495821,1983-06-05,0,0,0,0,137,0,28,10,,,3.27119706995192
"Marquess Wilson","WR","CHI",2540177,1992-09-14,0,0,0,,137,0,28,3,,,
"Marquise Goodwin","WR","BUF",2539964,1990-11-19,7.78541666666667,4.719,9.9135,2.83587251417737,66,0.0904166666666661,15,3,,,9.49879351902348
"Marshall Koehn","K","FA",2556577,1992-08-29,0,0,0,0,26,,12,0,,,2.96111582434564
"Marshaun Coprich","RB","FA",2556507,1994-08-10,0,0,0,0,105,0,32,0,,,3.78388194861086
"Marshawn Lynch","RB","FA",2495663,1986-04-22,0,0,0,0,105,0,32,9,,,3.78388194861086
"Martavis Bryant","WR","PIT",2543572,1991-12-20,0,0,0,0,137,0,28,2,,,3.27119706995192
"Martellus Bennett","TE","NE",1062,1987-03-10,9.95208333333333,8.477,11.5028333333333,1.74862664365178,14,0.623749999999999,4,8,"10.2","2.9",5.39728954088834
"Marvin Jones","WR","DET",2532884,1990-03-12,13.9216666666667,11.7406666666667,14.9695,1.78311856183361,24,0.353125,7,4,,,7.18693826368812
"Mason Crosby","K","GB",2507232,1984-09-03,9.75144927536232,7.63,12.3534782608696,3.13016630289924,6,0.283079710144928,3,9,"4.9","2.5",5.37093279052936
"Matt Asiata","RB","MIN",2495258,1987-07-24,11.91875,9.17,13.7405,2.48153304430951,27,0.708541666666665,13,5,"23.7","4.9",6.47994937381901
"Matt Barkley","QB","CHI",2539308,1990-09-08,-0.402666666666667,-1.09,0.1116,0.839286204660444,109,0.07,25,3,,,5.13469052910418
"Matt Blanchard","QB","FA",2536006,1989-03-21,0,0,0,,50,0,25,4,,,
"Matt Bryant","K","ATL",2504797,1975-05-29,6.52222222222222,3.18,9.31333333333333,4.01474135507484,20,0.641904761904762,10,14,"4.3","2.7",6.24899280230618
"Matt Cassel","QB","TEN",2506562,1982-05-17,0.2295,0.1206,0.3654,0.167955351209778,39,0.00250000000000003,19,11,,,4.38677529418385
"Matt Flynn","QB","NO",367,1985-06-20,0,0,0,0,50,0,25,8,,,4.19965985727146
"Matt Forte","RB","NYJ",234,1985-12-10,19.5908333333333,18.224,21.1383333333333,1.68812930652707,8,1.85125,4,8,"8.9","2.5",3.8854348924556
"Matt Hazel","WR","FA",2543792,1992-01-23,0,0,0,0,137,0,28,2,,,3.27119706995192
"Matt Jones","RB","WAS",2552635,1992-11-17,13.2725,10.7705,15.8425,2.84700573702735,19,0.184999999999999,11,1,,,7.87924758496506
"Matt LaCosse","TE","NYG",2553667,1992-09-21,0,0,0,,81,0,25,1,,,
"Matt McGloin","QB","OAK",2542065,1989-12-02,0.246,0.0756,0.4596,0.257581055203988,35,0.00624999999999998,19,3,,,4.48662535933903
"Matt Moore","QB","MIA",2507282,1984-08-09,0,0,0,0,50,0,25,9,,,4.19965985727146
"Matt Prater","K","DET",2506677,1984-08-10,9.09130434782609,6.91565217391304,12.0634782608696,3.65042142218488,9,0.46884587606529,4,10,"12.3","3.3",6.22295093444013
"Matt Ryan","QB","ATL",310,1985-05-17,24.3545833333333,23.2555,26.17,1.60718374286618,3,0.235833333333332,2,8,"2.4","1.6",4.02056791279447
"Matt Schaub","QB","ATL",2505982,1981-06-25,0.27,0.1224,0.4632,0.234767970558166,34,0.0262500000000001,18,12,,,4.46120979341585
"Matt Simms","QB","FA",2534889,1988-09-27,0,0,0,0,50,0,25,4,,,4.19965985727146
"Matt Slater","WR","NE",4487,1985-09-09,0,0,0,0,137,0,28,8,,,3.27119706995192
"Matt Spaeth","TE","FA",2507182,1984-11-24,0,0,0,,81,0,25,9,,,
"Matthew Mulligan","TE","FA",2507405,1985-01-18,0,0,0,0,81,0,25,8,,,3.44540175578131
"Matthew Stafford","QB","DET",79860,1988-02-07,21.19625,20.549,21.9425,0.778849311484577,15,0.321041666666666,7,7,"10.6","2.5",5.00902718484211
"Maxx Williams","TE","BAL",2552468,1994-04-12,0,0,0,,81,0,25,1,,,
"Mekale McKay","WR","FA",2556392,1993-08-04,0,0,0,0,137,0,28,0,,,3.27119706995192
"Melvin Gordon","RB","SD",2552469,1993-04-13,16.0291666666667,14.196,16.601,1.3221625803542,11,0.350416666666664,7,1,"10.7","2.4",3.55242818791517
"Michael Burton","RB","DET",2552636,1992-02-01,0.155,0.028,0.288,0.163018403869011,102,0.0941666666666667,31,1,,,4.01838093841463
"Michael Campanaro","WR","FA",2550163,1991-01-25,0,0,0,0,137,0,28,2,,,3.27119706995192
"Michael Crabtree","WR","OAK",71269,1987-09-14,14.73875,11.695,16.1935,2.42806636029578,19,0.315833333333334,7,7,"11.4","3.8",4.86418766484521
"Michael Dyer","RB","FA",2553797,1990-10-13,0,0,0,,105,0,32,1,,,
"Michael Floyd","WR","ARI",2532841,1989-11-27,10.5608333333333,9.707,10.41,0.379359840901602,43,0.132083333333334,11,4,,,4.10427401057895
"Michael Hoomanawanui","TE","NO",497246,1988-07-04,0,0,0,0,81,0,25,6,,,3.44540175578131
"Michael Thomas","WR","NO",2556370,1994-08-16,12.76375,10.0475,16.639,3.93354245559902,30,0.0922916666666644,8,0,"28.8","4.2",7.54895147166447
"Michael Vick","QB","FA",2504531,1980-06-26,0,0,0,,50,0,25,15,,,
"Michael Williams","TE","FA",2539197,1990-09-08,0,0,0,,81,0,25,3,,,
"Mike Davis","RB","SF",2553439,1993-02-19,0,0,0,0,105,0,32,1,,,3.78388194861086
"Mike Evans","WR","TB",2543468,1993-08-21,22.9845833333333,22.1248333333333,23.81,0.924334971148928,1,1.53645833333334,1,2,"2.0","0.7",6.4372903051465
"Mike Gillislee","RB","BUF",2539663,1990-11-01,12.3804166666667,7.31666666666667,14.9185,4.73901133911096,25,0.363958333333333,12,3,,,10.6008630091241
"Mike Glennon","QB","TB",2539275,1989-12-12,-0.379666666666667,-1.2316,0.2436,1.03644456356012,108,0.038,25,3,,,5.35434040748385
"Mike James","RB","FA",2540224,1991-04-13,0,0,0,0,105,0,32,3,,,3.78388194861086
"Mike Nugent","K","CIN",2506386,1982-03-02,7.56881720430108,6.87870967741936,8.40903225806452,1.01015825576967,16,0.538573115819001,8,11,"11.2","3.4",4.21382877664294
"Mike Thomas","WR","LA",2556381,1994-08-16,0,0,0,,137,0,28,0,,,
"Mike Tolbert","RB","CAR",2507428,1985-11-23,3.15041666666667,2.52666666666667,3.4145,0.486084840559981,63,0.0354166666666664,22,8,"69.6","6.9",6.16135729927551
"Mike Wallace","WR","BAL",2507763,1986-08-01,0,0,0,0,137,0,28,7,,,3.27119706995192
"Mike Williams","WR","FA",2508048,1987-05-18,0,0,0,,137,0,28,6,,,
"Miles Austin","WR","FA",2495801,1984-06-30,0,0,0,,137,0,28,10,,,
"Mitchell Henry","TE","FA",2553773,1992-12-11,0,0,0,0,81,0,25,1,,,3.44540175578131
"Mohamed Sanu","WR","ATL",2533040,1989-08-22,11.81875,9.675,13.4375,2.19102097586186,36,0.106250000000001,9,4,"44.1","4.7",5.82910892399023
"Montee Ball","RB","FA",2539341,1990-12-05,0,0,0,0,105,0,32,3,,,3.78388194861086
"MyCole Pruitt","TE","MIN",2552401,1992-03-24,0.6925,0.5585,0.8265,0.236880771697493,61,0.0974999999999999,21,1,,,3.99133445810232
"Mychal Rivera","TE","OAK",2539995,1990-09-08,2.17416666666667,1.523,2.478,0.556519441609086,48,0.143125,17,3,"37.0","4.7",4.97079130853653
"Myles White","WR","FA",2541905,1990-03-30,0,0,0,,137,0,28,3,,,
"Nate Washington","WR","FA",2506313,1983-08-28,0,0,0,,137,0,28,11,,,
"Nathan Palmer","WR","FA",2535681,1989-04-14,0,0,0,,137,0,28,4,,,
"Neal Sterling","TE","JAC",2553451,1992-01-14,0.525,0.105,0.945,0.742462120245875,66,0.045,21,1,,,5.15653410633971
"Nelson Agholor","WR","PHI",2552600,1993-05-24,8.1775,6.457,9.5735,1.81845344088505,59,0.0741666666666667,15,1,"67.8","6.2",6.25832176025355
"Nelson Spruce","WR","LA",2556686,1992-12-05,0,0,0,,137,0,28,0,,,
"Nic Jacobs","TE","FA",2550355,1991-10-13,0,0,0,0,81,0,25,2,,,3.44540175578131
"Nick Boyle","TE","BAL",2552402,1993-02-17,0,0,0,0,81,0,25,1,,,3.44540175578131
"Nick Foles","QB","KC",2532842,1989-01-20,0.3135,0.1578,0.4842,0.208544959181468,31,0.00874999999999998,18,4,,,4.43199530161451
"Nick Folk","K","NYJ",2507225,1984-11-05,9.87843137254902,7.52705882352941,12.4211764705882,3.08675781650624,5,0.228540068201195,3,9,"18.2","3.4",5.86305768310993
"Nick Novak","K","HOU",2506194,1981-08-21,10.0913333333333,8.5148,12.2748,2.69243854773574,4,0.276393009377664,2,2016,"15.5","4.2",7.12968987942551
"Nick OLeary","TE","BUF",2552403,1992-08-31,1.49666666666667,0.956,2.02,0.624179461373089,54,0.283333333333333,18,1,"33.6","3.4",4.18391416830189
"Nick Toon","WR","FA",2532960,1988-11-04,0,0,0,,137,0,28,4,,,
"Nick Vannett","TE","SEA",2555289,1993-03-06,0.961666666666667,0.663,1.205,0.319017589205082,56,0.164166666666667,19,0,,,4.18063295802122
"Nick Williams","WR","FA",2540279,1990-11-23,0,0,0,0,137,0,28,3,,,3.27119706995192
"Nikita Whitlock","RB","NYG",2550270,1991-05-16,0,0,0,,105,0,32,2,,,
"Niles Paul","TE","WAS",2495211,1989-08-09,1.84458333333333,0.5335,3.62,1.90872430492783,51,0.176875,17,5,"37.0","4.5",8.83523760979859
"Odell Beckham","WR","NYG",2543496,1992-11-05,0,0,0,0,137,0,28,2,,,3.27119706995192
"Orleans Darkwa","RB","NYG",2550481,1992-02-28,0,0,0,0,105,0,32,2,,,3.78388194861086
"Orson Charles","TE","DET",2533047,1991-01-27,0,0,0,0,81,0,25,4,,,3.44540175578131
"Owen Daniels","TE","FA",2495825,1982-11-09,0,0,0,0,81,0,25,10,,,3.44540175578131
"Packers","DST","GB",100011,,6.46666666666667,4.42,6.82,1.53948043183407,20,0.083333333333333,13,46,"18.8","3.6",4.61752155011087
"Panthers","DST","CAR",100004,,8.13333333333333,6.56,8.32,1.17189305541646,9,0.575000000000001,8,46,"11.7","4.3",7.11563932843181
"Patrick DiMarco","RB","ATL",2530763,1989-04-30,1.28375,0.52,2.12,0.967014305306114,82,0.248125,25,5,"72.7","6.2",6.15831898305294
"Patrick Murray","K","CLE",2543533,1991-06-22,0,0,0,0,26,0,12,2,,,2.96111582434564
"Patriots","DST","NE",100021,,9.06666666666667,6.4,8,1.15470053837925,4,0.383333333333333,3,46,"4.2","2.1",6.18716266961984
"Paul Perkins","RB","NYG",2555460,1994-11-16,0,0,0,0,105,0,32,0,,,3.78388194861086
"Paul Richardson","WR","SEA",2543491,1992-04-13,2.975,2.718,2.826,0.0687386354243375,100,0.0868750000000005,21,2,"97.6","3.5",5.88474706388752
"Paxton Lynch","QB","DEN",2555316,1994-02-12,0.423,0.0996,0.8652,0.543248561894093,29,0.09625,17,0,,,4.8048813716719
"Percy Harvin","WR","FA",80425,1988-05-28,0,0,0,,137,0,28,7,,,
"Peyton Barber","RB","TB",2556466,1994-06-27,8.17875,5.102,11.1285,3.25615155001524,36,0.823541666666668,16,0,"42.5","5.2",7.1766636168397
"Pharoh Cooper","WR","LA",2555419,1995-03-07,0,0,0,0,137,0,28,0,,,3.27119706995192
"Phil Dawson","K","SF",2500351,1975-01-23,0,0,0,0,26,0,12,18,,,2.96111582434564
"Philip Rivers","QB","SD",2506121,1981-12-08,16.63625,15.345,18.2205,1.60859863960322,26,9.31020833333333,14,12,"19.0","3.4",7.21107895526717
"Phillip Dorsett","WR","IND",2552424,1993-01-05,8.35,2.705,10.685,4.60805454250128,57,0.161041666666669,14,1,,,13.3905180064692
"Phillip Supernaw","TE","TEN",2535535,1990-01-30,0.44,0.149,0.729,0.362525861146484,69,0.045,23,4,"51.5","4.5",7.05349676040607
"Pierre Garcon","WR","WAS",2346,1986-08-08,10.1883333333333,9.063,10.619,0.84805005093384,49,0.402916666666666,12,8,"47.2","5.3",4.67694252780072
"Pierre Thomas","RB","FA",2507141,1984-12-18,0,0,0,,105,0,32,9,,,
"Preston Parker","WR","FA",497312,1987-02-13,0,0,0,,137,0,28,6,,,
"Quan Bray","WR","IND",2553467,1993-04-28,0,0,0,0,137,0,28,1,,,3.27119706995192
"Quincy Enunwa","WR","NYJ",2543828,1992-05-31,11.76875,8.904,13.3565,2.4202285532569,37,0.224791666666667,10,2,"32.2","4.7",6.08077966869923
"Quinton Patton","WR","SF",2539250,1990-08-09,0,0,0,,137,0,28,3,,,
"Raheem Mostert","RB","FA",2553728,1992-04-09,0.1825,0.005,0.297,0.203899485041037,100,0.01875,31,1,,,4.07718762532483
"Raiders","DST","OAK",100018,,7.1,6.22,7.26,0.7,13,0.216666666666667,11,46,"15.1","3.4",2.89589124778083
"Rajion Neal","RB","CLE",2550233,1992-03-28,0,0,0,0,105,0,32,2,,,3.78388194861086
"Rams","DST","LA",100017,,0,0,0,,27,0,19,46,,,
"Randall Cobb","WR","GB",2495448,1990-08-22,18.78125,15.4705,22.913,4.22510034397606,5,1.29729166666666,2,5,"11.8","3.9",7.67563077520262
"Randall Telfer","TE","CLE",2552660,1992-05-16,0.37,0.092,0.612,0.334215499341368,73,0.05,23,1,,,4.21565917011466
"Randy Bullock","K","FA",2533444,1989-12-16,0,0,0,0,26,0,12,4,,,2.96111582434564
"Rannell Hall","WR","CLE",2553716,1993-01-30,0,0,0,,137,0,28,1,,,
"Rashad Greene","WR","JAC",2552425,1992-09-23,0.945,0.577,1.377,0.518844870842914,116,0.078125,24,1,,,4.4105841401135
"Rashad Jennings","RB","NYG",71345,1985-03-26,0,0,0,0,105,0,32,7,,,3.78388194861086
"Rashad Ross","WR","WAS",2541940,1990-02-02,0.565,0.11,1.026,0.572647360947381,124,0.0325,26,3,"98.3","13.1",6.24458835068771
"Rashard Higgins","WR","CLE",2555468,1994-10-07,3.095,2.342,3.602,0.855175420600943,96,0.0354166666666669,20,0,"91.8","5.5",4.74925031165904
"Rasheed Bailey","WR","SD",2553692,1993-07-29,0,0,0,,137,0,28,1,,,
"Ravens","DST","BAL",100002,,0,0,0,,27,0,19,46,,,
"Ray Rice","RB","FA",941,1987-01-22,0,0,0,0,105,0,32,8,,,3.78388194861086
