"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Redskins","DST","WAS",100032,,6.65,6.07,6.63,0.494974746830583,17,0.116666666666667,12,46,"18.1","2.5",2.3522336375855
"Reggie Bush","RB","BUF",2506874,1985-03-02,2.88541666666667,0.4455,5.805,3.03612611819001,68,0.282708333333333,23,10,"50.4","6.0",7.50693174347739
"Rex Burkhead","RB","CIN",2539265,1990-07-02,0.575,0.199,1.047,0.569297813099611,89,0.0625000000000001,29,3,"74.9","5.6",5.45353411802109
"Rhett Ellison","TE","MIN",2532835,1988-10-03,0.835,0.552,1.188,0.425411565428116,57,0.085,19,4,,,4.42583627500591
"Ricardo Lockette","WR","FA",2495306,1986-05-21,0,0,0,0,137,0,28,5,,,3.27119706995192
"Ricardo Louis","WR","CLE",2555473,1994-03-23,7.06083333333333,4.5595,8.8575,2.33014007685756,71,0.164375000000001,16,0,"71.9","6.6",7.01360783466656
"Richard Rodgers","TE","GB",2550313,1992-01-22,7.07,5.712,7.272,1.03184301131519,24,0.337291666666666,11,2,"24.3","2.1",7.00111413059805
"Riley Cooper","WR","FA",497282,1987-09-09,0,0,0,0,137,0,28,6,,,3.27119706995192
"Rishard Matthews","WR","TEN",2532903,1989-10-12,9.06208333333333,6.636,12.5238333333333,3.55616766649468,52,0.164375,12,4,"50.2","4.8",7.39252900466891
"Rob Gronkowski","TE","NE",497240,1989-05-14,15.36,12.9845,16.3075,1.8205264806277,1,0.281041666666667,1,6,"1.1","0.3",8.52768874349242
"Rob Housler","TE","FA",2508112,1988-03-17,0,0,0,0,81,0,25,5,,,3.44540175578131
"Rob Kelley","RB","WAS",2556414,1992-10-03,6.91,3.885,9.089,3.5999317123153,41,0.0964583333333335,17,0,,,8.96231781759912
"Robbie Gould","K","NYG",2506264,1982-12-06,0,0,0,0,26,0,12,11,,,2.96111582434564
"Robby Anderson","WR","NYJ",2556462,1993-05-09,5.76,3.1385,7.2715,2.52646986920486,78,0.231249999999999,17,0,"75.5","5.1",6.39088532286156
"Robert Griffin","QB","CLE",2533033,1990-02-12,0,0,0,0,50,0,25,4,,,4.19965985727146
"Robert Turbin","RB","IND",2533460,1989-12-02,4.39,2.946,5.604,1.43676720452549,55,0.124791666666666,20,4,"53.0","4.9",5.72851110612593
"Robert Woods","WR","BUF",2540169,1992-04-10,9.57375,6.2615,11.585,2.95816771836892,51,0.553125000000001,12,3,,,9.76735466750752
"Roberto Aguayo","K","TB",2555408,1994-05-17,6.90434782608696,3.22260869565217,10.1026086956522,4.42557441296473,18,0.250644122383253,9,0,"18.1","4.9",8.94497413594081
"Rod Smith","RB","DAL",2553743,1992-01-10,0.05,0,0.12,0.0866025403784439,104,0.05,32,1,,,3.90845811762735
"Rod Streater","WR","SF",2535869,1988-02-09,0,0,0,0,137,0,28,4,,,3.27119706995192
"Roddy White","WR","FA",2506366,1981-11-02,0,0,0,,137,0,28,11,,,
"Roger Lewis","WR","NYG",2556592,1993-11-27,0,0,0,0,137,0,28,0,,,3.27119706995192
"Ronnie Hillman","RB","MIN",2533437,1991-09-14,2.04,0.254,4.134,2.51501491049258,73,0.0193750000000001,25,4,"64.2","5.3",6.71339635874042
"Roosevelt Nix","RB","PIT",2550235,1992-03-30,0,0,0,,105,0,32,2,,,
"Roy Helu","RB","FA",2495161,1988-12-07,0,0,0,0,105,0,32,5,,,3.78388194861086
"Rueben Randle","WR","FA",2533533,1991-05-07,0,0,0,0,137,0,28,4,,,3.27119706995192
"Russell Shepard","WR","TB",2541944,1990-11-17,7.61208333333333,5.7755,9.535,2.07886871612637,68,0.272291666666667,15,3,"56.5","8.4",7.44703610204559
"Russell Wilson","QB","SEA",2532975,1988-11-29,25.7008333333333,21.9255,27.3928333333333,3.81532691187065,2,1.35479166666667,1,4,"6.2","2.5",6.70046431018046
"Ryan Fitzpatrick","QB","NYJ",2506581,1982-11-24,22.06125,19.2335,24.204,2.73142934193803,10,0.170416666666668,6,11,"16.2","3.7",8.1265145061916
"Ryan Grant","WR","WAS",2543759,1990-12-19,3.01666666666667,1.77716666666667,4.0555,1.33386864254152,99,0.0660416666666666,20,2,"103.8","2.8",3.34033412200733
"Ryan Griffin","QB","TB",2541185,1989-11-17,0,0,0,0,50,0,25,3,,,4.19965985727146
"Ryan Griffin","TE","HOU",2541316,1990-01-11,4.2375,3.0875,4.8375,1.00922825300656,31,0.203958333333333,13,3,"27.8","2.7",4.4628876940666
"Ryan Hewitt","TE","CIN",2550206,1991-01-24,0.6,0.6,0.6,,62,0.015,21,2,,,
"Ryan Lindley","QB","FA",2532894,1989-06-22,0,0,0,,50,0,25,4,,,
"Ryan Mallett","QB","BAL",2495443,1988-06-05,0,0,0,0,50,0,25,5,,,4.19965985727146
"Ryan Mathews","RB","PHI",497188,1987-10-10,11.0175,8.145,12.55,2.44749702076768,30,0.514374999999999,13,6,"23.5","2.8",4.64096862967745
"Ryan Nassib","QB","NYG",2539961,1990-03-10,0,0,0,0,50,0,25,3,,,4.19965985727146
"Ryan Succop","K","TEN",89802,1986-09-19,8.45809523809524,6.73485714285714,10.1748571428571,2.1500457201277,11,0.416385505106435,6,7,"21.0","2.9",4.94359059313517
"Ryan Tannehill","QB","MIA",2532956,1988-07-27,0,0,0,,50,0,25,4,,,
"Saints","DST","NO",100022,,6.23333333333333,4.42,6.26,1.27410099024109,24,0.733333333333333,17,46,"25.3","1.7",7.38708580425234
"Sam Bradford","QB","MIN",497095,1987-11-08,17.5125,16.712,18.489,0.970442339004916,24,0.44875,13,6,"22.7","2.2",4.24582759175361
"Sammie Coates","WR","PIT",2552470,1993-03-31,0,0,0,0,137,0,28,1,,,3.27119706995192
"Sammy Watkins","WR","BUF",2543457,1993-06-14,0,0,0,,137,0,28,2,,,
"Scott Chandler","TE","FA",2495573,1985-07-23,0,0,0,0,81,0,25,9,,,3.44540175578131
"Scott Tolzien","QB","IND",2495425,1987-09-04,0.232,0.0384,0.4608,0.27477991192953,38,0.00324999999999998,19,5,,,4.50578623493729
"Seahawks","DST","SEA",100030,,7,2.42,8.82,4.38216080642111,14,0.266666666666667,12,46,"8.6","3.0",8.04134080220216
"Sean Mannion","QB","LA",2552576,1992-04-25,0,0,0,0,50,0,25,1,,,4.19965985727146
"Sean McGrath","TE","SD",2535943,1987-12-03,0.25,0,0.6,0.433012701892219,78,0.1075,24,4,"46.0","3.0",4.41663939424159
"Sean Renfree","QB","FA",2540263,1990-04-28,0,0,0,0,50,0,25,3,,,4.19965985727146
"Sebastian Janikowski","K","OAK",2504257,1978-03-02,9.54833333333333,8.109,10.909,1.75826856120825,7,0.308478260869565,3,16,"11.0","3.5",9.89844016655195
"Senorise Perry","RB","FA",2550633,1991-09-19,0,0,0,,105,0,32,2,,,
"Seth Roberts","WR","OAK",2550597,1991-02-22,8.015,6.53,8.402,1.08181175195441,62,0.161875,15,2,"57.7","4.9",4.7401614096606
"Seyi Ajirotutu","WR","PHI",497260,1987-06-12,0,0,0,0,137,0,28,6,,,3.27119706995192
"Shakim Phillips","WR","PIT",2553904,1992-03-19,0,0,0,,137,0,28,1,,,
"Shane Vereen","RB","NYG",2495473,1989-03-02,0,0,0,,105,0,32,5,,,
"Shaq Evans","WR","FA",2543761,1991-03-07,0,0,0,,137,0,28,2,,,
"Shaun Draughn","RB","SF",2495461,1987-12-07,0,0,0,0,105,0,32,5,,,3.78388194861086
"Shaun Hill","QB","MIN",2504833,1980-01-09,0.2195,0.1908,0.2364,0.0320780298646909,42,0.0225,19,2016,,,4.23539729897955
"Shaun Suisham","K","FA",2506149,1981-12-29,0,0,0,0,26,0,12,2016,,,2.96111582434564
"Shayne Graham","K","FA",2504162,1977-12-09,0,0,0,0,26,0,12,2016,,,2.96111582434564
"Silas Redd","RB","WAS",2550529,1992-03-01,0,0,0,0,105,0,32,2,,,3.78388194861086
"Spencer Ware","RB","KC",2540204,1991-11-23,20.2616666666667,19.0555,21.1045,1.19359633973225,7,1.00541666666666,4,3,"3.5","1.2",4.2974199325869
"Stedman Bailey","WR","LA",2540157,1990-11-11,0,0,0,0,137,0,28,3,,,3.27119706995192
"Steelers","DST","PIT",100027,,0,0,0,,27,0,19,46,,,
"Stefon Diggs","WR","MIN",2552608,1993-11-29,13.2079166666667,10.8821666666667,14.494,1.9481317617428,27,0.258749999999999,8,1,"25.9","5.5",5.94932030688231
"Stepfan Taylor","RB","ARI",2539315,1991-06-09,1.12125,0.419,1.5805,0.635431283984875,83,0.23125,26,3,"78.7","3.7",3.61681087953671
"Stephen Anderson","TE","HOU",2556463,1993-01-30,2.46541666666667,1.1485,3.508,1.27472682258679,44,0.0597916666666665,16,0,,,6.38323015776153
"Stephen Gostkowski","K","NE",2506922,1984-01-28,6.78518518518518,3.42,9.22444444444444,4.14482174829062,19,0.498518518518518,9,10,"3.6","2.7",6.35230224564438
"Stephen Hill","WR","FA",2533537,1991-04-25,0,0,0,0,137,0,28,4,,,3.27119706995192
"Stephen Morris","QB","FA",2550376,1992-08-27,0,0,0,0,50,0,25,2,,,4.19965985727146
"Sterling Shepard","WR","NYG",2555295,1993-02-10,0,0,0,,137,0,28,0,,,
"Stevan Ridley","RB","ATL",2495470,1989-01-27,0.95,0,2.28,1.64544826719043,84,0.155,26,5,,,6.1508291599243
"Steve Johnson","WR","SD",768,1986-07-22,0,0,0,0,137,0,28,8,,,3.27119706995192
"Steve Smith","WR","BAL",2504595,1979-05-12,0,0,0,0,137,0,28,15,,,3.27119706995192
"Steven Hauschka","K","SEA",2507374,1985-06-29,11.1057692307692,9.28923076923077,13.6446153846154,3.13934930411613,1,0.766779286965622,1,2016,,,7.94763871276316
"Steven Jackson","RB","NE",2505936,1983-07-22,0,0,0,0,105,0,32,12,,,3.78388194861086
"Storm Johnson","RB","FA",2543570,1992-07-17,0,0,0,0,105,0,32,2,,,3.78388194861086
"T.J. Graham","WR","FA",2532850,1989-07-27,0,0,0,0,137,0,28,4,,,3.27119706995192
"T.J. Jones","WR","FA",2543836,1992-07-19,0,0,0,0,137,0,28,2,,,3.27119706995192
"T.J. Yates","QB","HOU",2508123,1987-05-28,0,0,0,,50,0,25,5,,,
"T.J. Yeldon","RB","JAC",2552471,1993-10-02,10.6616666666667,9.36166666666667,11.179,1.0614403212407,31,0.669375,14,1,"31.5","3.4",3.85342549401719
"T.Y. Hilton","WR","IND",2532865,1989-11-14,20.0125,19.0555,20.726,1.00430220385433,4,1.84416666666667,2,4,"4.5","1.4",6.58957871671873
"Taiwan Jones","RB","OAK",2495467,1988-07-26,0.24,0.049,0.429,0.237539470404394,96,0.04125,31,5,,,4.12557812846741
"Tajae Sharpe","WR","TEN",2555317,1994-12-23,8.06666666666667,6.46566666666667,8.749,1.29337628794648,61,0.126041666666666,15,0,,,6.11146070587398
"Tanner McEvoy","WR","SEA",2556612,1993-01-26,3.67,0.395,6.903,4.24312090329748,91,0.294791666666666,19,0,,,12.5891211085866
"Tarvaris Jackson","QB","FA",2495863,1983-04-21,0,0,0,0,50,0,25,10,,,4.19965985727146
"Tavarres King","WR","NYG",2539235,1990-07-14,0,0,0,0,137,0,28,3,,,3.27119706995192
"Tavon Austin","WR","LA",2539336,1991-03-15,0,0,0,0,137,0,28,3,,,3.27119706995192
"Taylor Gabriel","WR","ATL",2550617,1991-02-17,2.59125,0.87,3.5455,1.68759382455218,104,0.329583333333333,21,2,,,6.97716525318843
"Ted Ginn","WR","CAR",2507166,1985-04-12,8.66125,5.254,12.2675,3.86413072372041,55,0.201041666666667,13,9,"62.9","5.9",8.31103047053762
"Teddy Bridgewater","QB","MIN",2543465,1992-10-10,0,0,0,0,50,0,25,2,,,4.19965985727146
"Temarrick Hemingway","TE","LA",2555486,1993-07-30,0,0,0,0,81,,25,0,,,3.44540175578131
"Terrance West","RB","BAL",2543664,1991-01-21,0,0,0,,105,0,32,2,,,
"Terrance Williams","WR","DAL",2539205,1989-09-18,8.57041666666667,7.5125,9.12866666666667,0.900432380705083,56,0.295208333333333,13,3,"57.5","7.0",7.12037030041394
"Terrelle Pryor","WR","CLE",2531332,1989-06-20,14.6170833333333,10.7283333333333,16.0575,3.32985412176303,20,0.409583333333334,7,5,"21.6","4.2",6.88609950893554
"Terron Ward","RB","ATL",2553762,1992-02-15,3.8425,0.705,6.284,3.01394951295914,59,0.187083333333333,20,1,"54.3","5.7",7.28161596402064
"Tevaun Smith","WR","IND",2556399,1993-01-30,0.825,0.165,1.485,1.1667261889578,118,0.0337499999999999,24,0,,,5.8333361770761
"Tevin Coleman","RB","ATL",2552453,1993-04-16,0,0,0,0,105,0,32,1,,,3.78388194861086
"Texans","DST","HOU",100013,,8.23333333333333,5.94,8.5,1.72143351115671,7,0.333333333333334,7,46,"10.5","2.5",3.89120237335289
"Thad Lewis","QB","SF",497121,1987-11-19,0,0,0,0,50,0,25,6,,,4.19965985727146
"Theo Riddick","RB","DET",2540020,1991-05-04,14.2175,4.175,14.783,7.17369558409982,16,0.530416666666666,9,3,,,14.1031117270038
"Thomas Rawls","RB","SEA",2553733,1993-08-03,0,0,0,0,105,0,32,1,,,3.78388194861086
"Tim Hightower","RB","NO",4383,1986-05-23,3.14583333333333,1.9885,4.1285,1.17176386510063,64,0.0687500000000001,22,8,"56.3","5.1",5.60769836615143
"Tim Wright","TE","DET",2541768,1990-04-07,0,0,0,,81,0,25,3,,,
"Titans","DST","TEN",100012,,7.45,6.23,8.07,1.62634559672906,11,0.325,9,46,"6.0","3.8",4.15373946804133
"Titus Davis","WR","NYJ",2553874,1993-01-03,0,0,0,,137,0,28,1,,,
"Toby Gerhart","RB","FA",497176,1987-03-28,0,0,0,0,105,0,32,6,,,3.78388194861086
"Todd Gurley","RB","LA",2552475,1994-08-03,0,0,0,0,105,0,32,1,,,3.78388194861086
"Tom Brady","QB","NE",2504211,1977-08-03,22.89375,20.933,24.2495,1.89263209578618,6,0.344375000000003,5,16,"1.8","1.3",3.88959903357924
"Tom Obarski","K","FA",2553576,1993-03-12,0,0,0,,26,0,12,1,,,
"Tom Savage","QB","HOU",2543640,1990-04-26,0.196,0.0516,0.3636,0.20136533961931,44,0.02775,19,2,,,4.42399664219961
"Tommy Bohanon","RB","FA",2540225,1990-09-10,0,0,0,0,105,0,32,3,,,3.78388194861086
"Tommylee Lewis","WR","NO",2556752,1992-10-24,1.61791666666667,0.7005,2.5,0.989113309428646,110,0.0629166666666665,23,0,"105.3","3.5",6.89532176761451
"Tony Moeaki","TE","FA",497256,1987-06-08,0,0,0,0,81,0,25,6,,,3.44540175578131
"Tony Romo","QB","DAL",2505354,1980-04-21,0,0,0,0,50,0,25,13,,,4.19965985727146
"Torrey Smith","WR","SF",2495459,1989-01-26,0,0,0,0,137,0,28,5,,,3.27119706995192
"Travaris Cadet","RB","NO",2535890,1989-02-01,6.52375,4.3605,8.9775,2.6809171316299,44,0.573125,17,4,"52.4","4.6",6.41398909457082
"Travis Benjamin","WR","SD",2532790,1989-12-29,9.99708333333333,9.5015,9.875,0.238352271974814,50,0.679166666666665,12,4,"40.6","5.8",4.26542858200567
"Travis Coons","K","FA",2550551,1992-02-06,0,0,0,0,26,0,12,2,,,2.96111582434564
"Travis Kelce","TE","KC",2540258,1989-10-05,11.8304166666667,9.53166666666667,12.9395,1.93089231675122,6,0.0893749999999986,3,3,"5.4","2.0",6.10151763566465
"Tre Madden","RB","SEA",2556603,1993-08-16,0,0,0,0,105,,32,0,,,3.78388194861086
"Tre Mason","RB","LA",2543502,1993-08-06,0,0,0,0,105,0,32,2,,,3.78388194861086
"Tre McBride","WR","FA",2552428,1992-12-01,0,0,0,0,137,0,28,1,,,3.27119706995192
"Trent Richardson","RB","FA",2533032,1991-07-10,0,0,0,0,105,0,32,4,,,3.78388194861086
"Trevone Boykin","QB","SEA",2556477,1993-08-22,0.2415,0.0498,0.4626,0.268534913931131,36,0.00650000000000001,19,0,,,4.49882881726307
"Trevor Davis","WR","GB",2555413,1993-07-04,0.75,0.557,0.961,0.255489725820824,121,0.035,25,0,"110.2","4.1",3.44595223776065
"Trevor Siemian","QB","DEN",2553457,1991-12-26,21.7841666666667,19.89,25.723,3.47946715269259,12,0.160416666666666,7,1,"21.9","2.6",6.80335205878747
"Trey Burton","TE","PHI",2550284,1991-10-29,2.60583333333333,1.3835,3.5395,1.16302646382426,42,0.0831250000000003,16,2,"39.9","6.4",6.28743735831794
"Trey Williams","RB","FA",2553486,1992-12-11,0,0,0,,105,0,32,1,,,
"Troy Niklas","TE","ARI",2543628,1992-09-18,0,0,0,0,81,0,25,2,,,3.44540175578131
"Troymaine Pope","RB","NYJ",2557531,1993-11-29,0.83,0.361,1.437,0.735883822352414,85,0.12,26,0,,,4.84243735621526
"Ty Montgomery","WR","GB",2552429,1993-01-22,15.92,13.565,18.279,2.77042716321268,14,0.234166666666667,3,1,"16.9","5.1",6.65875130948349
"Tyler Boyd","WR","CIN",2555466,1994-11-15,7.86625,5.901,10.2905,2.55656467093376,63,0.0412500000000007,15,0,"68.5","5.4",8.74535720716434
"Tyler Bray","QB","KC",2540173,1991-12-27,0,0,0,0,50,0,25,3,,,4.19965985727146
"Tyler Clutts","RB","FA",2508096,1984-11-09,0,0,0,0,105,0,32,6,,,3.78388194861086
"Tyler Eifert","TE","CIN",2540148,1990-09-08,10.52875,8.2555,13.445,2.99187336797532,11,0.196666666666665,3,3,"12.0","4.3",10.0422067130864
"Tyler Ervin","RB","HOU",2555234,1993-10-07,1.425,1.022,1.698,0.44419402667453,80,0.2225,25,0,"74.8","5.8",5.5031313374383
"Tyler Gaffney","RB","FA",2543655,1991-04-20,0,0,0,0,105,0,32,2,,,3.78388194861086
"Tyler Higbee","TE","LA",2555364,1993-01-01,0,0,0,0,81,0,25,0,,,3.44540175578131
"Tyler Kroft","TE","CIN",2552586,1992-10-15,4.275,1.134,7.522,3.99909052160613,30,0.0814583333333339,13,1,"44.0","10.7",11.1204936488312
"Tyler Lockett","WR","SEA",2552430,1992-09-28,10.71125,9.041,12.35,1.84983557827896,42,0.204791666666669,10,1,"46.2","6.0",6.16381125537953
"Tyler Murphy","WR","MIA",2553729,1992-01-12,0,0,0,,137,0,28,1,,,
"Tyreek Hill","WR","KC",2556214,1994-03-01,6.82791666666667,4.305,9.69516666666667,3.05004656157538,73,0.5425,16,0,"68.8","5.7",7.2881949266331
"Tyrell Williams","WR","SD",2553913,1992-02-12,12.4091666666667,10.163,15.5706666666667,3.38358496601197,33,0.230624999999998,9,1,"35.6","5.1",7.33200078320693
"Tyrod Taylor","QB","BUF",2495240,1989-08-03,19.8,19.158,20.474,0.745341085231004,22,1.56375,11,5,"17.8","2.7",5.57031140477324
"Vance McDonald","TE","SF",2540215,1990-06-13,0,0,0,0,81,0,25,3,,,3.44540175578131
"Vernon Davis","TE","WAS",2495826,1984-01-31,7.57791666666667,2.4215,12.37,5.371209839402,23,0.623750000000001,10,10,"17.5","6.1",11.0131313364338
"Vick Ballard","RB","FA",2533012,1990-07-16,0,0,0,0,105,0,32,4,,,3.78388194861086
"Victor Cruz","WR","NYG",2507855,1986-11-11,0,0,0,0,137,0,28,6,,,3.27119706995192
"Vikings","DST","MIN",100020,,10.1,6.5,10.5,3.53553390593274,3,1.21666666666667,2,46,"1.2","1.5",10.1770153345292
"Vince Mayle","WR","FA",2552431,1991-06-12,0,0,0,0,137,0,28,1,,,3.27119706995192
"Vincent Brown","WR","FA",2508115,1989-01-25,0,0,0,0,137,0,28,5,,,3.27119706995192
"Vincent Jackson","WR","TB",2506400,1983-01-14,0,0,0,0,137,0,28,11,,,3.27119706995192
"Virgil Green","TE","DEN",2495288,1988-08-03,6.62708333333333,4.73133333333333,7.6205,1.58892018714318,26,1.11916666666667,11,5,"25.8","2.4",5.00733867010309
"Walt Powell","WR","BUF",2543619,1991-11-23,4.27416666666667,2.545,6.83066666666667,2.7016461031502,85,0.162916666666667,19,2,"92.7","7.2",7.67945919758203
"Wendell Smallwood","RB","PHI",2555461,1994-01-26,4.17666666666667,3.0875,5.1805,1.18590565485717,57,0.176041666666666,20,0,"50.7","5.1",5.61786971899633
"Wes Welker","WR","LA",2505790,1981-05-01,0,0,0,0,137,0,28,12,,,3.27119706995192
"Wil Lutz","K","NO",2556601,1994-07-07,4.4,2.48,6.32,3.39411254969543,25,4.4,12,0,,,8.35230306583246
"Will Fuller","WR","HOU",2555346,1994-04-16,15.105,14.514,15.558,0.717652422834342,18,0.427083333333334,6,0,"27.2","5.6",4.66273366760483
"Will Johnson","RB","NYG",163982,1989-11-14,0,0,0,0,105,0,32,5,,,3.78388194861086
"Will Tukuafu","RB","SEA",2527672,1984-01-03,0,0,0,,105,0,32,6,,,
"Will Tye","TE","NYG",2553830,1991-11-04,0,0,0,,81,0,25,1,,,
"Willie Snead","WR","NO",2550256,1992-10-17,12.66625,10.8855,13.32,1.36090273348245,32,0.332500000000001,9,2,"30.9","5.0",7.36803199531495
"Xavier Grimble","TE","PIT",2550521,1992-09-02,0,0,0,0,81,0,25,2,,,3.44540175578131
"Zac Brooks","RB","FA",2556379,1993-02-01,0,0,0,0,105,0,32,0,,,3.78388194861086
"Zac Dysert","QB","FA",2539258,1990-02-08,0,0,0,0,50,0,25,3,,,4.19965985727146
"Zac Stacy","RB","FA",2540273,1991-04-09,0,0,0,,105,0,32,3,,,
"Zach Ertz","TE","PHI",2540158,1990-11-10,9.28625,7.8575,10.064,1.18796306760774,16,0.450208333333334,5,3,"19.3","3.1",5.32777928960398
"Zach Hocker","K","FA",2543781,1991-08-23,0,0,0,0,26,0,12,2,,,2.96111582434564
"Zach Line","RB","MIN",2539303,1990-04-26,0.51,0.112,0.66,0.354365630387598,91,0.125416666666667,29,3,"78.1","4.8",4.88021519459813
"Zach Mettenberger","QB","PIT",2543605,1991-07-16,0,0,0,0,50,0,25,2,,,4.19965985727146
"Zach Miller","TE","CHI",238457,1984-10-04,10.6758333333333,8.082,13.1783333333333,2.76519689875584,10,0.221458333333334,3,7,"16.5","3.3",6.60990357484649
"Zach Sudfeld","TE","FA",2541151,1989-04-18,0,0,0,,81,0,25,3,,,
"Zach Zenner","RB","DET",2553631,1991-09-13,6.7325,3.339,11.4533333333333,4.77013500468938,43,0.4725,17,1,"36.1","6.4",9.03325570948887
